531001,IN-AP,IN-AP-AKP
531002,IN-AP,IN-AP-AKP
530001,IN-AP,IN-AP-VSKP
530003,IN-AP,IN-AP-VSKP
530008,IN-AP,IN-AP-VSKP
530009,IN-AP,IN-AP-VSKP
530012,IN-AP,IN-AP-VSKP
530016,IN-AP,IN-AP-VSKP
530017,IN-AP,IN-AP-VSKP
530028,IN-AP,IN-AP-VSKP
530032,IN-AP,IN-AP-VSKP
530031,IN-AP,IN-AP-VSKP
530045,IN-AP,IN-AP-VSKP
